claim_id,customer_id,make,accident_area,sex,marital_status,age,fault,policy_type,vehicle_category,vehicle_price_bucket,deductible,driver_rating,days_policy_accident,days_policy_claim,past_number_of_claims,age_of_vehicle,age_of_policyholder,police_report_filed,witness_present,agent_type,number_of_suppliments,address_change_claim,number_of_cars,base_policy,incident_period,fraud_reported
5401,5401,Honda,Rural,Male,Single,0,Policy Holder,Sedan - All Perils,Sedan,more than 69000,400,2,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,All Perils,1994-May,0
5402,5402,VW,Urban,Male,Married,59,Third Party,Sedan - All Perils,Sedan,more than 69000,400,3,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,All Perils,1994-Feb,0
5403,5403,Chevrolet,Urban,Male,Married,43,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,3,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,Liability,1994-Mar,0
5404,5404,Mazda,Urban,Male,Single,29,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,1994-Apr,0
5405,5405,Honda,Urban,Male,Married,55,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,Internal,3 to 5,no change,1 vehicle,Collision,1994-Jul,0
5406,5406,Pontiac,Urban,Female,Married,37,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,Liability,1994-Jul,0
5407,5407,Mazda,Urban,Male,Married,53,Policy Holder,Sedan - Liability,Sport,20000 to 29000,500,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,3 to 5,2 to 3 years,1 vehicle,Liability,1994-Feb,0
5408,5408,Toyota,Urban,Male,Married,49,Policy Holder,Sedan - Liability,Sport,30000 to 39000,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,Liability,1994-Feb,0
5409,5409,Toyota,Urban,Male,Married,26,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,1994-Apr,0
5410,5410,Pontiac,Urban,Male,Married,50,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,Collision,1994-Feb,0
5411,5411,Honda,Urban,Male,Married,41,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Liability,1994-Feb,0
5412,5412,Honda,Urban,Male,Single,34,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,All Perils,1994-Aug,1
5413,5413,Jaguar,Urban,Male,Married,41,Policy Holder,Sedan - Liability,Sport,40000 to 59000,400,1,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,1 to 2,no change,3 to 4,Liability,1994-Apr,0
5414,5414,Pontiac,Urban,Male,Married,49,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,All Perils,1994-Jun,0
5415,5415,Pontiac,Urban,Male,Married,59,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,4,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,Collision,1994-Jun,0
5416,5416,Toyota,Urban,Male,Married,39,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Liability,1994-Jun,0
5417,5417,Honda,Urban,Male,Single,0,Policy Holder,Sedan - Collision,Sedan,more than 69000,400,1,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,Collision,1994-Jun,0
5418,5418,Honda,Urban,Female,Single,31,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,2,more than 30,more than 30,1,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Collision,1994-Feb,0
5419,5419,Toyota,Rural,Male,Married,45,Third Party,Sedan - Liability,Sport,20000 to 29000,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,4 to 8 years,2 vehicles,Liability,1994-Feb,0
5420,5420,Pontiac,Urban,Male,Single,36,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Liability,1994-Feb,0
5421,5421,Pontiac,Urban,Female,Single,48,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,Collision,1994-Apr,0
5422,5422,Chevrolet,Urban,Female,Single,36,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Liability,1994-Jul,0
5423,5423,Chevrolet,Urban,Male,Single,29,Third Party,Sedan - Collision,Sedan,30000 to 39000,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision,1994-Aug,0
5424,5424,Honda,Urban,Male,Married,39,Third Party,Sedan - Collision,Sedan,20000 to 29000,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision,1994-Jul,0
5425,5425,Toyota,Urban,Male,Single,19,Policy Holder,Sedan - All Perils,Sedan,less than 20000,400,3,more than 30,more than 30,1,3 years,21 to 25,No,No,External,3 to 5,no change,1 vehicle,All Perils,1994-Jul,0
5426,5426,Toyota,Urban,Male,Single,57,Third Party,Sedan - All Perils,Sedan,more than 69000,700,1,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,All Perils,1994-Oct,0
5427,5427,Mazda,Urban,Male,Single,35,Third Party,Sedan - Collision,Sedan,20000 to 29000,400,3,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision,1994-Oct,0
5428,5428,Mazda,Rural,Male,Single,32,Third Party,Sedan - Collision,Sedan,20000 to 29000,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Collision,1994-Nov,0
5429,5429,Toyota,Urban,Male,Married,37,Third Party,Sedan - Collision,Sedan,20000 to 29000,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision,1994-Mar,0
5430,5430,Honda,Urban,Male,Single,0,Policy Holder,Sedan - All Perils,Sedan,more than 69000,400,4,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,All Perils,1994-Mar,0
5431,5431,Toyota,Urban,Male,Married,50,Policy Holder,Sedan - Collision,Sedan,less than 20000,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,Collision,1994-Mar,0
5432,5432,Pontiac,Urban,Male,Single,52,Third Party,Sedan - All Perils,Sedan,20000 to 29000,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,All Perils,1994-Feb,0
5433,5433,Honda,Urban,Male,Single,31,Policy Holder,Sedan - Liability,Sport,more than 69000,400,2,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Liability,1994-Jun,0
5434,5434,Pontiac,Urban,Male,Married,37,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Liability,1994-Jun,0
5435,5435,Pontiac,Rural,Male,Single,48,Policy Holder,Sedan - All Perils,Sedan,less than 20000,400,4,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,All Perils,1994-Aug,1
5436,5436,Mazda,Rural,Male,Married,28,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,2,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Liability,1994-Sep,0
5437,5437,Pontiac,Urban,Male,Single,29,Third Party,Sedan - Collision,Sedan,20000 to 29000,400,3,more than 30,more than 30,1,6 years,31 to 35,Yes,No,External,3 to 5,no change,1 vehicle,Collision,1994-Sep,0
5438,5438,Honda,Urban,Male,Married,28,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,1,more than 30,more than 30,1,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Collision,1994-Sep,0
5439,5439,Saab,Urban,Male,Married,48,Third Party,Sedan - All Perils,Sedan,30000 to 39000,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,All Perils,1994-Sep,0
5440,5440,Pontiac,Urban,Male,Single,35,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,1 to 2,4 to 8 years,2 vehicles,Collision,1994-Sep,0
5441,5441,Honda,Urban,Male,Married,58,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,Liability,1994-Oct,0
5442,5442,Mazda,Urban,Male,Married,63,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,4,more than 30,more than 30,more than 4,6 years,51 to 65,No,No,External,none,no change,1 vehicle,Liability,1994-Oct,0
5443,5443,Mazda,Urban,Male,Single,37,Third Party,Sedan - Collision,Sedan,30000 to 39000,400,4,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,Collision,1994-Oct,0
5444,5444,Pontiac,Urban,Female,Married,45,Third Party,Sedan - All Perils,Sedan,20000 to 29000,400,1,more than 30,more than 30,1,6 years,36 to 40,No,No,External,none,no change,1 vehicle,All Perils,1994-Oct,0
5445,5445,Toyota,Urban,Male,Married,59,Third Party,Sedan - All Perils,Sedan,20000 to 29000,400,4,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,All Perils,1994-Nov,0
5446,5446,Honda,Urban,Male,Married,48,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,4,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,Liability,1994-Nov,0
5447,5447,Accura,Urban,Male,Married,50,Policy Holder,Sedan - All Perils,Sedan,more than 69000,400,1,more than 30,more than 30,none,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,All Perils,1994-Dec,0
5448,5448,Pontiac,Urban,Male,Married,30,Third Party,Sedan - All Perils,Sedan,20000 to 29000,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,All Perils,1994-Mar,0
5449,5449,Pontiac,Urban,Male,Single,32,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,Internal,more than 5,no change,1 vehicle,Liability,1994-Mar,0
5450,5450,Pontiac,Urban,Male,Single,52,Third Party,Sedan - All Perils,Sedan,20000 to 29000,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,All Perils,1994-May,0
5451,5451,Accura,Urban,Male,Married,28,Policy Holder,Utility - All Perils,Utility,more than 69000,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils,1994-Aug,1
5452,5452,Accura,Urban,Male,Married,35,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Collision,1994-May,0
5453,5453,Toyota,Urban,Male,Married,50,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,1,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,Liability,1994-May,0
5454,5454,Pontiac,Urban,Male,Single,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,1,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,more than 5,no change,3 to 4,Collision,1994-Oct,0
5455,5455,Toyota,Urban,Female,Married,40,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision,1994-Sep,0
5456,5456,Chevrolet,Urban,Female,Married,38,Policy Holder,Sedan - Liability,Sport,30000 to 39000,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Liability,1994-Sep,0
5457,5457,Pontiac,Urban,Male,Married,42,Third Party,Sedan - Collision,Sedan,20000 to 29000,700,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Collision,1994-Aug,0
5458,5458,Saab,Urban,Male,Single,26,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,400,3,more than 30,more than 30,none,5 years,31 to 35,No,No,External,1 to 2,2 to 3 years,1 vehicle,Collision,1994-Aug,1
5459,5459,Honda,Urban,Male,Single,25,Third Party,Sport - Collision,Sport,more than 69000,400,2,more than 30,more than 30,none,5 years,26 to 30,No,No,External,3 to 5,no change,1 vehicle,Collision,1994-Jun,0
5460,5460,Mazda,Urban,Male,Single,35,Policy Holder,Sedan - Liability,Sport,30000 to 39000,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability,1994-May,0
5461,5461,Honda,Urban,Male,Married,55,Third Party,Sedan - All Perils,Sedan,less than 20000,400,3,more than 30,more than 30,none,7 years,41 to 50,No,No,External,none,1 year,2 vehicles,All Perils,1994-May,0
5462,5462,Chevrolet,Urban,Male,Single,21,Third Party,Sedan - All Perils,Sedan,30000 to 39000,400,2,more than 30,more than 30,more than 4,4 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,All Perils,1994-Sep,0
5463,5463,Chevrolet,Urban,Female,Married,32,Third Party,Sedan - Liability,Sport,30000 to 39000,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Liability,1994-Aug,0
5464,5464,Toyota,Urban,Female,Single,38,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,4,more than 30,more than 30,more than 4,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Liability,1994-Aug,0
5465,5465,Chevrolet,Urban,Male,Single,49,Policy Holder,Sedan - Liability,Sport,more than 69000,400,2,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,Liability,1994-Oct,0
5466,5466,Pontiac,Urban,Male,Single,29,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,400,4,more than 30,more than 30,1,7 years,31 to 35,Yes,No,External,1 to 2,no change,1 vehicle,Collision,1994-Oct,0
5467,5467,Mazda,Urban,Male,Married,68,Third Party,Sedan - Collision,Sedan,30000 to 39000,400,2,more than 30,more than 30,none,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,Collision,1994-May,0
5468,5468,Toyota,Urban,Male,Married,62,Third Party,Sedan - All Perils,Sedan,20000 to 29000,400,4,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,All Perils,1994-Apr,0
5469,5469,Honda,Urban,Male,Married,51,Third Party,Sedan - Collision,Sedan,20000 to 29000,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,Collision,1994-May,0
5470,5470,VW,Urban,Female,Married,40,Policy Holder,Sedan - Collision,Sedan,more than 69000,400,1,more than 30,more than 30,1,6 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision,1994-May,0
5471,5471,Toyota,Rural,Male,Married,49,Policy Holder,Sedan - All Perils,Sedan,more than 69000,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,All Perils,1994-Aug,0
5472,5472,Toyota,Urban,Female,Married,43,Third Party,Sedan - Liability,Sport,20000 to 29000,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,Liability,1994-Aug,0
5473,5473,Mazda,Urban,Male,Single,48,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,Collision,1994-Oct,0
5474,5474,Pontiac,Rural,Male,Married,37,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,400,2,more than 30,more than 30,1,5 years,36 to 40,No,No,External,none,no change,1 vehicle,All Perils,1994-Aug,1
5475,5475,Honda,Urban,Male,Married,48,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,Liability,1994-Oct,0
5476,5476,Toyota,Urban,Male,Married,56,Policy Holder,Sedan - Liability,Sport,30000 to 39000,400,3,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,Liability,1994-Sep,0
5477,5477,Pontiac,Urban,Male,Married,51,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,400,2,more than 30,more than 30,none,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,All Perils,1994-May,0
5478,5478,Mazda,Urban,Female,Married,51,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,1,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,Liability,1994-May,0
5479,5479,VW,Urban,Male,Single,27,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,1994-Aug,1
5480,5480,Toyota,Urban,Female,Married,53,Third Party,Sedan - Collision,Sedan,30000 to 39000,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,Collision,1994-Jun,0
5481,5481,Honda,Urban,Male,Married,48,Third Party,Sedan - Liability,Sport,20000 to 29000,400,3,more than 30,more than 30,1,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,Liability,1994-Oct,0
5482,5482,Chevrolet,Urban,Female,Single,33,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,2,more than 30,more than 30,none,6 years,31 to 35,Yes,No,External,more than 5,4 to 8 years,2 vehicles,Liability,1994-Jul,0
5483,5483,Toyota,Urban,Male,Married,39,Policy Holder,Sedan - All Perils,Sedan,less than 20000,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,All Perils,1994-Jul,0
5484,5484,Chevrolet,Urban,Male,Single,32,Policy Holder,Sedan - Collision,Sedan,more than 69000,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision,1994-Aug,1
5485,5485,Toyota,Urban,Male,Married,63,Policy Holder,Sedan - Liability,Sport,30000 to 39000,400,4,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,Liability,1994-Jun,0
5486,5486,Honda,Urban,Male,Married,38,Third Party,Sport - Collision,Sport,more than 69000,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision,1994-Jan,0
5487,5487,Chevrolet,Urban,Male,Married,40,Third Party,Sedan - Collision,Sedan,40000 to 59000,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,Collision,1994-Sep,0
5488,5488,Toyota,Urban,Male,Single,72,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,700,3,more than 30,more than 30,none,more than 7,over 65,No,No,External,none,no change,1 vehicle,All Perils,1994-Jul,0
5489,5489,Honda,Urban,Male,Single,26,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Collision,1994-Jul,0
5490,5490,Pontiac,Urban,Male,Married,37,Policy Holder,Sedan - Liability,Sport,30000 to 39000,400,1,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,Liability,1994-May,0
5491,5491,Toyota,Urban,Male,Married,51,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,3,more than 30,more than 30,none,7 years,41 to 50,No,No,External,none,no change,1 vehicle,Liability,1994-May,0
5492,5492,Mazda,Urban,Male,Married,61,Third Party,Sedan - Collision,Sedan,20000 to 29000,400,4,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,Collision,1994-Jul,0
5493,5493,Pontiac,Urban,Male,Married,50,Third Party,Sedan - All Perils,Sedan,less than 20000,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,All Perils,1994-Jul,0
5494,5494,Chevrolet,Urban,Male,Single,52,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,3,more than 30,more than 30,none,7 years,41 to 50,No,No,External,none,no change,1 vehicle,Collision,1994-Dec,0
5495,5495,Toyota,Urban,Male,Married,38,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,3 to 4,Collision,1994-Aug,1
5496,5496,Toyota,Urban,Male,Single,44,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,Liability,1994-Aug,0
5497,5497,Mazda,Rural,Female,Single,54,Third Party,Sedan - All Perils,Sedan,20000 to 29000,400,1,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,All Perils,1994-Aug,0
5498,5498,Pontiac,Urban,Male,Married,40,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,400,4,more than 30,more than 30,none,5 years,36 to 40,No,No,External,none,no change,1 vehicle,All Perils,1994-Aug,1
5499,5499,Honda,Urban,Male,Married,42,Third Party,Sedan - Collision,Sedan,20000 to 29000,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Collision,1994-Aug,0
5500,5500,Pontiac,Rural,Male,Married,40,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,1,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,Collision,1994-Dec,0
5501,5501,Toyota,Urban,Male,Married,52,Policy Holder,Sedan - Collision,Sedan,more than 69000,400,3,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,Collision,1994-Oct,0
5502,5502,Pontiac,Urban,Female,Single,30,Third Party,Sedan - Collision,Sedan,20000 to 29000,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Collision,1994-Sep,0
5503,5503,Chevrolet,Urban,Male,Married,26,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,Liability,1994-Aug,0
5504,5504,Toyota,Rural,Female,Married,43,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,3,more than 30,more than 30,more than 4,6 years,36 to 40,No,No,External,none,no change,1 vehicle,Liability,1994-Jun,0
5505,5505,Ford,Urban,Male,Single,28,Third Party,Sedan - Collision,Sedan,40000 to 59000,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision,1994-Jun,0
5506,5506,Mazda,Urban,Female,Married,53,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,1,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,Collision,1994-Aug,1
5507,5507,Chevrolet,Urban,Male,Single,31,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,1,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,1994-Apr,0
5508,5508,Pontiac,Urban,Male,Married,46,Third Party,Sedan - Collision,Sedan,30000 to 39000,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,Collision,1994-Dec,0
5509,5509,Toyota,Urban,Female,Married,47,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,500,4,more than 30,more than 30,1,7 years,41 to 50,No,No,External,none,2 to 3 years,1 vehicle,Collision,1994-Oct,0
5510,5510,Honda,Rural,Male,Married,74,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,2,more than 30,more than 30,none,7 years,over 65,No,No,External,none,no change,1 vehicle,Liability,1994-Oct,0
5511,5511,Mazda,Urban,Male,Married,30,Third Party,Sedan - Liability,Sport,20000 to 29000,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Liability,1994-Oct,0
5512,5512,Pontiac,Urban,Male,Single,28,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Liability,1994-Jul,0
5513,5513,Chevrolet,Rural,Male,Single,47,Policy Holder,Utility - Collision,Utility,more than 69000,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,Collision,1994-Aug,1
5514,5514,Toyota,Urban,Male,Married,48,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,All Perils,1994-Apr,0
5515,5515,Toyota,Urban,Male,Married,51,Policy Holder,Sedan - Liability,Sport,30000 to 39000,400,2,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,Liability,1994-Mar,0
5516,5516,Toyota,Rural,Male,Single,26,Policy Holder,Sedan - Liability,Sport,30000 to 39000,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Liability,1994-Mar,0
5517,5517,Mazda,Urban,Male,Married,52,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,3,more than 30,more than 30,2 to 4,6 years,41 to 50,No,No,External,none,no change,1 vehicle,Collision,1994-Mar,0
5518,5518,Mazda,Urban,Male,Married,63,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,Liability,1994-Oct,0
5519,5519,Toyota,Urban,Male,Married,26,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,700,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils,1994-Aug,1
5520,5520,Honda,Urban,Male,Single,23,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,2,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,1 to 2,no change,1 vehicle,Collision,1994-Sep,0
5521,5521,Accura,Rural,Male,Married,48,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,Collision,1994-Sep,0
5522,5522,Honda,Rural,Male,Married,28,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,1994-Aug,0
